CNTRY_YEAR,Countries,Year,1  Size of Government,1A Government Consumption,1B  Transfers and subsidies,1C  Government investment,1D  Top marginal tax rate,1Di Top marginal income tax rate,1Dii Top marginal income and payroll tax rate,2  Legal System & Property Rights,2A  Judicial independence,2B  Impartial courts,2C  Protection of property rights,2D  Military interference in rule of law and politics,2E Integrity of the legal system,2F Legal enforcement of contracts,2G Regulatory restrictions on the sale of real property,2H Reliability of police,3  Sound Money,3A  Money growth,3B  Standard deviation of inflation,3C  Inflation: Most recent year,3D  Freedom to own foreign currency bank accounts,4  Freedom to trade internationally,4A  Tariffs,4Ai  Revenue from trade taxes (% of trade sector),4Aii  Mean tariff rate,4Aiii  Standard deviation of tariff rates,4B  Regulatory trade barriers,4Bi  Non-tariff trade barriers,4Bii  Compliance costs of importing and exporting,4C  Black market exchange rates,4D  Controls of the movement of capital and people,4Di  Financial Openness,4Dii  Capital controls,4Diii Freedom of foreigners to visit,5  Regulation,5A  Credit market regulations,5Ai  Ownership of banks,5Aii Private sector credit,5Aiii  Interest rate controls/negative real interest rates),5B  Labor market regulations,5Bi  Hiring regulations and minimum wage,5Bii  Hiring and firing regulations,5Biii  Centralized collective bargaining,5Biv  Hours Regulations,5Bv Mandated cost of worker dismissal,5Bvi  Conscription,5C  Business regulations,5Ci  Administrative requirements,5Cii  Regulatory Burden,5Ciii  Startinga  business,5Civ  Impartial Public Administration,5Cv Licensing restrictions,5Cvi Tax compliance,BUPPSRY,TRY,UPPSRY_NTRY,GDP,FDI(Value)
CNTRY_YEAR,Countries,Year,sog,sog_gc,sog_ts,sog_gi,sog_tmtr,sog_tmitr,sog_tmiptr,lspr,lspr_ji,lspr_ic,lspr_ppr,lspr_mi,lspr_ils,lspr_lec,lspr_rr,lspr_rp,sm,sm_mg,sm_sdi,sm_i,sm_f,free,free_t,free_t_r,free_t_m,free_t_sd,free_r,free_r_n,free_r_c,free_b,free_c,free_f,free_f_c,free_f_F,reg,reg_c,reg_c_o,reg_c_p,reg_c_i,reg_l,reg_l_h,reg_l_hf,reg_l_c,reg_l_h,reg_l_m,re_l_cp,reg_b,reg_b_a,reg_b_r,reg_b_s,reg_b_i,reg_b_l,reg_b_t,BUPPSRY,TRY,UPPSRY_NTRY,GDP,FDI(Value)
SVK_2006,Slovak Republic,2006,6.804191136,4.358823529,4.904632153,10,6.5,10,3,6.537468953,5.905874141,5.582761894,6.748575499,10,6.242283333,4.644990509,9.645841839,5.114265364,8.946997985,7.291426435,9.393231746,9.103333759,10,7.843612002,8.219555556,9.606666667,8.92,6.132,7.453042072,8.147130647,6.758953497,10,5.701850379,5.68926394,5,6.416287196,8.044793473,9.538651285,10,8.615953856,10,8.014773544,8.3,6.10346016,8.095543346,8,7.589637758,10,6.580955588,3.211233211,6.827956989,9.043671153,7.835,6.210903278,6.356968898,28.927097,84.860603,71.914993,119121.37,5806.451613
SVK_2007,Slovak Republic,2007,6.965880146,4.80395114,5.005449591,10,6.5,10,3,6.354721895,5.93848681,5.343331553,6.5117014,10,6.237383333,4.644990509,9.645841839,4.05657836,9.300684279,8.538721274,9.215360584,9.448655257,10,7.946210495,8.177688889,9.566666667,8.96,6.0064,7.576700409,8.394447321,6.758953497,10,6.03045268,6.290455461,5.384615385,6.416287196,8.012308131,9.76679933,10,9.300397991,10,7.765053549,8.3,4.759919081,7.940764455,8,7.589637758,10,6.505071515,2.92043789,6.827956989,9.353404403,7.3575,6.214160909,6.356968898,29.113235,84.211525,73.156708,132387.88,4017.79603
SVK_2008,Slovak Republic,2008,6.960133996,4.870588235,4.910081744,10,6.5,10,3,6.258434266,5.821716438,5.28600622,5.917013932,10,6.237383333,4.383717124,9.645841839,4.29299143,9.478610169,9.559077223,9.274999405,9.080364047,10,7.933876807,8.031555556,9.606666667,8.88,5.608,7.473101818,8.019564119,6.926639517,10,6.230849854,6.891646981,5.384615385,6.416287196,8.017300795,9.70953783,10,9.12861349,10,7.651161428,8.3,4.375625143,7.641705664,8,7.589637758,10,6.691203128,3.240604371,6.827956989,9.388698297,7.3575,6.213256012,7.119203098,32.313751,85.533531,74.797981,145078.66,4858.187135
SVK_2009,Slovak Republic,2009,6.584404129,4.491176471,4.228554389,9.182289786,6.5,10,3,6.173940784,5.484695325,5.095458018,5.412265413,10,6.237383333,4.383717124,9.678712963,4.59600701,9.721228119,9.692678751,9.515254655,9.676979072,10,8.042673492,8.223333333,9.44,8.94,6.29,7.516113607,7.479394655,7.552832559,10,6.431247028,7.492838502,5.384615385,6.416287196,7.585244836,8.655292541,10,5.965877623,10,7.436140109,6.666666667,3.973099839,7.182255272,8,8.794818879,10,6.664301858,3.071271891,6.827956989,9.394994341,7.3575,6.214884827,7.119203098,30.336721,83.17614,71.99398,140010.33,'-6.9463739927758
SVK_2010,Slovak Republic,2010,6.659177745,4.379411765,4.288555858,9.607921103,6.5,10,3,6.13110255,5.419390232,5.013009162,5.090800571,10,6.282133333,4.383717124,9.678712963,4.667384905,9.81047569,9.94936938,9.483937006,9.808596373,10,8.02907131,8.340669778,9.632409333,8.98,6.4096,7.344368437,7.01101631,7.677720563,10,6.431247028,7.492838502,5.384615385,6.416287196,7.614081011,8.877863749,10,6.633591247,10,7.153060601,6.666666667,3.710142286,6.7863785,8,7.755176154,10,6.811318684,2.763097488,7.424242424,9.336273772,7.6925,6.241152836,7.410645586,29.686049,82.237434,69.939819,153058.19,1769.536424
SVK_2011,Slovak Republic,2011,6.797811113,4.735294118,4.486376022,9.747385423,6.5,10,3,6.378834924,5.461603023,5.088176334,5.141065888,10,6.325383333,4.534445658,9.678712963,4.801292197,9.572470631,9.512668695,9.561213828,9.216,10,7.95285272,8.274695683,9.65768705,8.94,6.2264,7.105468168,6.533215772,7.677720563,10,6.431247028,7.492838502,5.384615385,6.416287196,7.795093284,8.866716814,10,7.600150443,9,7.608431276,6.666666667,4.177350678,6.806570313,8,10,10,6.910131762,2.671911432,7.424242424,9.398995437,8.045,6.240971856,7.679669421,30.250757,81.513947,70.134682,156691.94,2145.540559
SVK_2012,Slovak Republic,2012,6.79913399,4.892798241,4.302856114,9.780015594,6.5,10,3,6.251438592,5.317204292,4.993264665,4.894794264,10,6.228783333,4.534445658,9.688162581,4.354853941,9.574941143,9.819749296,9.562015277,8.918,10,7.879237774,8.213111111,9.633333333,8.9,6.106,6.871551134,6.002937703,7.740164566,10,6.432288851,7.492838502,5.384615385,6.419412666,7.638423849,8.972340287,10,7.917020862,9,7.151587431,6.666666667,3.696999564,6.790682201,8,7.755176154,10,6.791343829,2.439159066,7.333333333,9.328662443,7.725,6.242238713,7.679669421,30.708851,80.120392,70.252365,160587.03,2826.478149
SVK_2013,Slovak Republic,2013,6.564996108,4.647058824,4.45511334,9.702808379,5.5,9,2,6.231446385,5.319420856,5.102416653,4.737150639,10,6.203533333,4.534445658,9.688162581,4.266441359,9.788995889,9.692593748,9.743484548,9.719905262,10,7.893722457,8.252,9.64,8.9,6.216,6.890600978,5.957194381,7.824007575,10,6.432288851,7.492838502,5.384615385,6.419412666,7.57742087,9.18468643,10,8.554059291,9,6.933400168,6.666666667,3.137370696,6.041187494,8,7.755176154,10,6.614176012,2.39244492,7.333333333,9.553106016,6.4725,6.25400238,7.679669421,31.021057,79.461082,69.917427,158536.66,'-603.96654719235
SVK_2014,Slovak Republic,2014,6.222821976,4.411764706,4.483555024,8.80879015,5.5,9,2,6.137189525,5.510933319,5.100136235,4.999309375,10,6.203533333,3.329,9.688162581,4.266441359,9.806386115,9.525575559,9.715201965,9.984766934,10,8.574441578,8.432577778,9.813333333,8.94,6.5444,8.991438942,8.019564119,9.963313765,10,6.873749593,7.492838502,5.384615385,7.743794892,7.744684494,9.190666667,10,8.572,9,7.406528938,6.666666667,4.375625143,7.641705664,8,7.755176154,10,6.636857878,2.313263968,7.333333333,9.555400965,6.4725,6.25400238,7.892646624,32.682098,79.975822,71.11071,162945.38,'-512.16112246252
SVK_2015,Slovak Republic,2015,5.873913637,4.226470588,4.809322327,6.923775272,5.5,9,2,6.18344214,5.610618093,5.070501274,5.288428411,10,6.173033333,3.32861739,9.688162581,4.308176041,9.735095078,9.33924154,9.666182729,9.934956045,10,8.271977995,8.3604,9.1,8.98,7.0012,7.853762387,5.74421101,9.963313765,10,6.873749593,7.492838502,5.384615385,7.743794892,7.63752032,9.256,10,8.768,9,7.043050714,6.666666667,3.236727564,6.599733901,8,7.755176154,10,6.613510246,2.212569189,7.333333333,9.560847254,6.4725,6.25400238,7.847809318,34.454655,80.276695,72.606094,169187.84,106.1163672
SVK_2016,Slovak Republic,2016,6.489126441,4.247058824,4.801089918,9.987483466,5.5,9,2,6.144536,5.543116901,5.138729282,5.225345293,10,6.173033333,3.140705679,9.688162581,4.247194927,9.468751955,8.257661644,9.721346175,9.896,10,8.249602312,8.266133333,9,8.96,6.8384,7.858526322,5.75373888,9.963313765,10,6.873749593,7.492838502,5.384615385,7.743794892,7.767735419,9.591354571,10,8.774063714,10,6.979694845,,3.482075135,6.681528092,,7.755176154,10,6.73215684,2.286781073,8,9.531848267,6.4725,6.25400238,7.847809318,37.67197,81.287842,74.301598,163245.31,805.1165354
SVK_2017,Slovak Republic,2017,6.477479404,4.326470588,4.980926431,10,5.5,9,2,6.232830791,5.53432813,5.136674711,5.444604556,10,6.146533333,3.754394327,9.688162581,4.157948693,9.26974686,7.617724059,9.723652559,9.737610824,10,8.356866184,8.225066667,9,8.98,6.6952,7.959896339,5.956478913,9.963313765,10,7.242501731,7.492838502,5.384615385,8.850051305,7.735189738,9.883512545,10,9.650537634,10,6.916866195,5.566666667,3.603604238,6.575750113,8,7.755176154,10,6.405190473,2.354373733,7.555555556,9.087290066,6.936,6.025423484,6.4725,39.054001,82.043846,75.367386,167727.36,4008.212886
SVK_2018,Slovak Republic,2018,6.320893229,4.461764706,4.885558583,9.177142857,5.5,9,2,6.247582601,5.530262424,5.170081642,5.689007442,10,6.1632,3.754394327,9.688162581,3.98555239,9.318977781,8.216427384,9.562291142,9.4971926,10,8.351002002,8.116444444,9.133333333,8.96,6.256,8.045061833,6.108466783,9.981656882,10,7.242501731,7.492838502,5.384615385,8.850051305,7.837436953,9.883512545,10,9.650537634,10,6.949672326,5.566666667,3.785444895,6.590746243,8,7.755176154,10,6.679125988,2.307816347,7.555555556,9.250651224,7.0875,6.025423484,7.847809318,38.262417,82.641022,76.875427,172540.61,1643.488712
SVK_2019,Slovak Republic,2019,6.314940261,4.208823529,4.820163488,9.465714286,5.5,9,2,6.257019628,5.557095758,5.18641119,5.689007442,10,6.195533333,3.754394327,9.688162581,3.98555239,9.315774726,8.323321984,9.472689187,9.467087733,10,8.361541073,8.201511111,9.133333333,8.98,6.4912,8.045061833,6.108466783,9.981656882,10,7.199591348,7.474732995,5.384615385,8.739425664,7.817965053,9.788059808,10,9.364179424,10,6.949672326,5.566666667,3.785444895,6.590746243,8,7.755176154,10,6.716163025,2.307816347,7.777777778,9.250651224,7.0875,6.025423484,7.847809318,38.039867,83.84182,78.388824,176179.3,2510.570251
SVK_2020,Slovak Republic,2020,6.159904953,3.847058824,4.78746594,9.24,5.5,9,2,6.323898767,5.505373535,5.123616527,5.689007442,10,6.845083333,3.754394327,9.688162581,3.98555239,9.135397446,7.414726306,9.514263477,9.6126,10,7.590511157,8.030533333,8.6,8.98,6.5116,8.045061833,6.108466783,9.981656882,10,4.28644946,7.474732995,5.384615385,0,7.458840157,8.881240676,10,6.643722028,10,6.949672326,5.566666667,3.785444895,6.590746243,8,7.755176154,10,6.545607469,2.307816347,6.444444444,9.250651224,7.3975,6.025423484,7.847809318,36.489971,82.723694,76.962738,179661.81,'-2398.0814415954
SVN_2005,Slovenia,2005,5.25171513,4.03933178,4.081743869,10,1.5,3,0,6.10246398,6.788710142,6.5364966,6.477272727,8.333333333,7.14715,4.934920353,4.342577525,5.738636364,8.793087754,6.884983315,8.78320018,9.504167521,10,8.207345706,8.478187556,9.840962667,9.46,6.1336,7.234041096,7.291666667,7.176415525,10,7.117154172,8.797616363,6.153846154,6.4,7.073124542,9.151691088,8,9.455073263,10,5.559609915,3.9,2.916666667,5.549242424,5,6.291750397,10,6.508072623,3.180076628,5.378151261,7.803227198,8.485,7.11640553,7.085575118,56.059303,86.963692,74.617165,58284.66,561.3119883
SVN_2006,Slovenia,2006,5.311301772,4.032352941,4.504632153,9.882023767,1.5,3,0,6.205791615,6.762693037,6.500618624,6.519750447,8.888888889,7.14715,4.934920353,4.342577525,6.054168374,9.10287739,7.953385786,8.949794537,9.508329236,10,8.196839596,8.301133333,9.8514,8.92,6.132,7.163244442,7.150073359,7.176415525,10,7.32298061,9.398808479,6.153846154,6.416287196,6.929314978,9.250095308,8,9.750285924,10,5.310599498,2.2,3.156985302,5.514861287,5,6.291750397,10,6.227250128,3.729257676,2.916666667,7.82645091,8.485,7.320550397,7.085575118,55.910934,88.171173,74.127296,61010.66,706.6673426
SVN_2007,Slovenia,2007,5.508590395,4.319375235,4.810875472,9.775201266,2,4,0,6.196547672,6.595604986,6.457568357,6.439694589,9.166666667,7.14715,4.934920353,4.342577525,5.990392271,9.247361493,8.374055257,9.337478736,9.27791198,10,8.292171552,8.268444444,9.838933333,8.96,6.0064,7.120453722,7.064491918,7.176415525,10,7.77978804,10,6.923076923,6.416287196,7.065492532,9.333333333,8,10,10,5.317886763,2.2,3.113102159,5.3243493,5,6.569869118,10,6.5452575,4.223474443,2.916666667,9.237201725,8.485,7.323627049,7.085575118,56.216133,87.654411,75.073624,64827.21,757.4349324
SVN_2008,Slovenia,2008,5.458873446,4.294117647,4.629528884,9.733220697,2,4,0,6.276616104,6.765974015,6.428404658,6.414621405,9.166666667,7.14265,5.114166048,4.342577525,6.359472419,9.423703686,9.281533327,9.543650669,8.869630746,10,8.178795075,8.031555556,9.606666667,8.88,5.608,7.10423388,7.032052234,7.176415525,10,7.579390866,9.398808479,6.923076923,6.416287196,7.140515504,9.310983851,8,9.932951553,10,5.433202201,2.2,3.387711991,5.741632099,5,6.569869118,10,6.67736046,4.719440216,2.916666667,9.66594183,8.115,7.56153893,7.085575118,54.957649,87.860756,76.442299,68548.77,1216.049316
SVN_2009,Slovenia,2009,5.098314188,3.838682401,3.945692599,8.36469594,2.5,4,1,6.538838936,6.812485407,6.208203443,6.041708894,9.166666667,7.2013,5.114166048,7.174092565,6.177261542,9.632825551,9.193755098,9.508731131,9.828815977,10,7.936818231,8.223333333,9.44,8.94,6.29,7.170587122,6.8311397,7.510034544,10,6.353352468,8.797616363,3.846153846,6.416287196,7.039270371,8.561775827,8,7.685327482,10,5.972620016,2.233333333,2.90554797,5.375019058,8,7.321819732,10,6.583415269,4.108381725,2.916666667,9.660368383,8.21,7.519499723,7.085575118,53.66087,88.38195,74.623276,63324.15,'-476.52125590442
SVN_2010,Slovenia,2010,4.926684684,3.805882353,3.847138965,7.637902104,2.5,4,1,6.361455379,6.557172734,5.806257182,5.678786667,9.166666667,7.20255,5.114166048,7.263661401,5.644553333,9.549126496,9.407645735,9.157053319,9.631806931,10,7.945889799,8.340669778,9.632409333,8.98,6.4096,7.289934122,6.693416667,7.886451578,10,6.152955295,8.196424842,3.846153846,6.416287196,6.815474613,7.531659488,5,7.594978464,10,5.552241966,2.233333333,2.212671667,4.738133333,6,8.129313462,10,7.362522385,3.32521,8.333333333,9.66495828,8.21,7.55605758,7.085575118,51.082619,87.317764,72.956429,64042.54,105.9602649
SVN_2011,Slovenia,2011,5.070798797,3.941176471,3.534059946,8.536257567,2.5,4,1,6.416484405,6.527571996,5.753356757,5.683781243,9.166666667,7.20255,5.114166048,7.263661401,6.175632497,9.539394314,9.401312686,9.118264569,9.638,10,7.774855392,8.274695683,9.65768705,8.94,6.2264,7.12857802,6.30826046,7.94889558,10,5.696147865,7.595233321,3.076923077,6.416287196,7.121304671,8.473282609,8,7.419847826,10,5.595705536,2.233333333,2.148604648,5.06298177,6,8.129313462,10,7.29492587,2.888710098,8.333333333,9.663974731,8.21,7.587961936,7.085575118,46.672646,86.415886,70.586128,66312.13,1088.075692
SVN_2012,Slovenia,2012,5.130853542,4.026470588,4.03133353,8.25396359,2.5,4,1,6.375890547,6.213416429,5.585689789,5.423807324,9.166666667,7.1736,5.114166048,7.27311102,6.602337532,9.497790223,9.279350942,9.231809948,9.48,10,7.6595616,8.213111111,9.633333333,8.9,6.106,6.928342972,5.907790364,7.94889558,10,5.496792316,6.994041204,3.076923077,6.419412666,7.261866452,8.787204133,8,8.361612399,10,5.657456827,2.233333333,2.278557247,5.303536923,6,8.129313462,10,7.340938395,2.72152438,8.666666667,9.663319031,8.0775,7.831045175,7.085575118,47.193939,85.092415,70.693443,65399.63,339.3316195
SVN_2013,Slovenia,2013,5.097389495,4.014705882,4.619403102,8.010338493,2,4,0,6.339887596,6.177941688,5.497094735,5.2989924,9.166666667,7.1736,5.114166048,7.27311102,6.554470655,9.659691468,9.426367816,9.564468302,9.647929752,10,7.673332228,8.252,9.64,8.9,6.216,6.944536595,5.940177611,7.94889558,10,5.496792316,6.994041204,3.076923077,6.419412666,6.53743926,6.3335877,5,4.0007631,10,5.943895635,2.233333333,2.395678109,4.905048905,8,8.129313462,10,7.334834445,2.552526166,8.666666667,9.663319031,8.59,7.450919689,7.085575118,45.486839,83.792725,69.487602,65510.72,'-151.33412982875
SVN_2014,Slovenia,2014,4.933847178,4.182352941,4.865761555,6.778621394,2,4,0,6.567692461,6.378508661,5.783645232,5.540401076,9.166666667,7.18895,5.114,8.40706527,6.554470655,9.76875904,9.442772634,9.672278499,9.959985028,10,8.217128459,8.432577778,9.813333333,8.94,6.5444,8.497683,7.032052234,9.963313765,10,5.938253058,6.994041204,3.076923077,7.743794892,7.06552945,7.573666667,5,7.721,10,6.249624474,2.233333333,3.387711991,5.741632099,8,8.13506942,10,7.373297209,2.648425661,8.666666667,9.670859577,8.7475,7.252616333,7.253715015,48.500076,83.187988,69.481331,66313.74,1049.884569
SVN_2015,Slovenia,2015,5.035464632,4.188235294,4.98651143,7.160076434,2,4,0,6.615480518,6.542311536,5.876476529,5.586832659,9.166666667,7.2302,4.228332095,8.40706527,7.489712238,9.767654513,9.295205443,9.879037833,9.896374775,10,8.075285565,8.3604,9.1,8.98,7.0012,8.002489202,6.041664639,9.963313765,10,5.938253058,6.994041204,3.076923077,7.743794892,7.1168156,7.927666667,5,8.783,10,6.012097675,2.233333333,2.285618448,5.424320807,8,8.129313462,10,7.410682458,2.900819488,8.666666667,9.642777244,8.7475,7.252616333,7.253715015,48.964321,84.415833,69.668999,68591.33,1674.7066
SVN_2016,Slovenia,2016,5.426275047,4.067647059,4.891008174,9.227720002,2,4,0,6.592682295,6.506970343,6.053154301,5.631730557,9.166666667,7.2302,4.228332095,8.40706527,7.115565142,9.518350807,8.209171462,9.875551767,9.98868,10,8.05180985,8.266133333,9,8.96,6.8384,8.002853009,6.042392253,9.963313765,10,5.938253058,6.994041204,3.076923077,7.743794892,7.084715283,7.913211713,5,8.739635138,10,6.082033233,2.233333333,2.388771772,5.74078083,8,8.129313462,10,7.258900904,2.780814568,7.777777778,9.646055742,9.0875,7.007542321,7.253715015,46.098511,85.174232,71.045151,71197.3,1244.729625
SVN_2017,Slovenia,2017,5.540950583,4.138235294,5.114441417,9.507076206,2,4,0,6.570805419,6.399287755,6.010830022,5.728492339,9.166666667,7.1127,4.228332095,8.322423785,7.190633218,9.405184413,8.103868292,9.802690847,9.714178513,10,8.154975654,8.225066667,9,8.98,6.6952,8.087830755,6.212347746,9.963313765,10,6.307005196,6.994041204,3.076923077,8.850051305,7.330466707,8.333333333,5,10,10,6.120844698,2.233333333,2.551825643,5.810595751,8,8.129313462,10,7.537222089,2.743847768,7.555555556,9.623219005,9.336,6.877210205,9.0875,45.92458,86.597931,70.051704,76439.31,895.8313606
SVN_2018,Slovenia,2018,5.399816331,4.126470588,4.918256131,9.009354935,2,4,0,6.640179649,6.331141942,6.07008843,6.06801192,9.2,7.0842,4.228332095,8.322423785,7.426979542,9.527151273,8.724202512,9.732122579,9.65228,10,8.201462778,8.116444444,9.133333333,8.96,6.256,8.382401473,6.783146063,9.981656882,10,6.307005196,6.994041204,3.076923077,8.850051305,7.242800793,8.333333333,5,10,10,6.195948968,2.233333333,2.743393183,6.069653828,8,8.129313462,10,7.199120077,2.654631535,7.555555556,9.631415251,9.0875,6.877391184,7.388226933,51.293549,88.878952,75.877327,79902.06,1383.310516
SVN_2019,Slovenia,2019,5.44930931,4.135294118,5.158038147,8.765714286,2,4,0,6.627220328,6.222308609,6.10543887,6.06801192,9.166666667,7.0842,4.228332095,8.322423785,7.426979542,9.575788542,8.900216687,9.729042004,9.673895478,10,8.214139669,8.201511111,9.133333333,8.98,6.4912,8.382401473,6.783146063,9.981656882,10,6.272646092,7.001589537,3.076923077,8.739425664,7.27983783,8.333333333,5,10,10,6.195948968,2.233333333,2.743393183,6.069653828,8,8.129313462,10,7.310231188,2.654631535,8.222222222,9.631415251,9.0875,6.877391184,7.388226933,50.619339,90.312386,76.829208,82341.84,1462.874734
SVN_2020,Slovenia,2020,4.737131729,3.223529412,3.514986376,8.017142857,2,4,0,6.567125663,5.909808609,5.974063147,6.06801192,9.166666667,7.03275,4.228332095,8.322423785,7.426979542,9.458062521,8.091429764,9.751820321,9.989,10,7.443109753,8.030533333,8.6,8.98,6.5116,8.382401473,6.783146063,9.981656882,10,3.359504205,7.001589537,3.076923077,0,6.803520871,7.325956531,5,6.977869593,10,6.195948968,2.233333333,2.743393183,6.069653828,8,8.129313462,10,6.888657114,2.654631535,7.777777778,9.631415251,7.0025,6.877391184,7.388226933,48.289345,90.399612,75.705383,85929.68,219.4985755
ESP_2005,Spain,2005,6.955273739,4.786368696,6,10,5.5,6,5,7.193800892,6.829538565,7.271765599,6.006492593,8.333333333,8.064716667,6.269141244,7.307064703,7.46835443,9.575452906,9.023229722,9.952305987,9.326275917,10,8.16140834,8.393422222,9.586666667,9.46,6.1336,7.759903446,6.734234234,8.785572658,10,6.492307692,10,3.076923077,6.4,7.386628043,10,10,10,10,5.326907002,2.2,2.820512821,6.132478632,6,4.808450556,10,6.832977128,3.225108225,6.296992481,8.27718458,9.545,6.993956766,6.659620713,58.790493,82.742996,75.070641,1469593.38,27187.42232
ESP_2006,Spain,2006,6.946339477,4.785294118,5.95640327,10,5.5,6,5,7.271551509,6.881488492,7.289785733,6.267721119,8.333333333,8.064716667,6.269141244,7.32596394,7.740261541,9.488931342,8.732786449,9.926102871,9.296836047,10,8.103447922,8.219555556,9.606666667,8.92,6.132,7.696499373,6.607426088,8.785572658,10,6.497736758,10,3.076923077,6.416287196,7.224611974,10,10,10,10,5.3604462,2.2,3.088118454,6.066108188,6,4.808450556,10,6.313389722,3.562137734,2.820512821,8.291690141,9.545,7.001376925,6.659620713,59.995861,83.738258,76.308411,1608294.88,32623.9731
ESP_2007,Spain,2007,6.771382095,4.587618923,5.779291553,10,5,5,5,7.319900098,7.170604273,7.42518993,6.128948065,8.333333333,8.064716667,6.269141244,7.293092817,7.874174454,9.570236366,9.013788025,9.825956041,9.441201397,10,8.076367461,8.177688889,9.566666667,8.96,6.0064,7.630044196,6.474515735,8.785572658,10,6.497736758,10,3.076923077,6.416287196,7.217174352,10,10,10,10,5.295199531,2.2,3.139632292,5.623114335,6,4.808450556,10,6.356323525,3.093570195,2.820512821,8.295758133,9.545,7.006082392,7.377017607,60.633377,84.703682,76.553085,1718184,71659.77923
ESP_2008,Spain,2008,6.835627227,4.397058824,5.517711172,9.77336614,6,6,6,7.219850906,7.064706455,7.022095866,5.936344375,8.333333333,8.064716667,6.269141244,7.293092817,7.775376496,9.527693449,9.126621138,9.797914788,9.18623787,10,8.050395683,8.031555556,9.606666667,8.88,5.608,7.67229042,6.559008182,8.785572658,10,6.497736758,10,3.076923077,6.416287196,7.047677872,9.649399134,10,8.948197401,10,5.138283609,2.2,2.852364602,4.968886496,6,4.808450556,10,6.355350872,2.84987161,2.820512821,8.295691236,9.545,7.008616105,7.612413462,59.148918,83.897774,75.456436,1754463.38,78437.55044
ESP_2009,Spain,2009,6.264632172,3.766214948,4.783104831,8.283841081,6,6,6,7.13938103,6.928688508,7.004874717,5.754200543,8.333333333,8.064716667,5.894141244,7.32596394,7.809129286,9.571659823,8.983850076,9.38255739,9.920231826,10,8.116662288,8.223333333,9.44,8.94,6.29,7.745579059,6.705585461,8.785572658,10,6.497736758,10,3.076923077,6.416287196,6.711453855,8.683405417,10,6.05021625,10,5.049016495,2.233333333,2.404144092,4.477346027,6,5.179275517,10,6.401939652,2.928968229,2.820512821,8.292345841,9.545,7.033048337,7.791762686,54.053894,81.41156,71.020126,1685956.13,13631.56432
ESP_2010,Spain,2010,6.313568405,4.047058824,4.562125341,8.468657859,6,6,6,7.183701096,6.936109983,7.033470794,5.728134875,8.333333333,8.064716667,5.894141244,7.420460128,8.059241747,9.669239144,9.654892152,9.382012457,9.640051966,10,8.161390368,8.340669778,9.632409333,8.98,6.4096,7.807154936,6.828737214,8.785572658,10,6.497736758,10,3.076923077,6.416287196,7.11192765,9.162940746,10,7.488822238,10,4.699713574,2.233333333,2.605223696,4.293403199,4,5.066321217,10,7.473128631,2.946162098,7.575757576,9.01088994,9.545,7.857106221,7.903855951,53.04237,80.073509,69.325081,1667058.5,40331.25759
ESP_2011,Spain,2011,6.491158798,4,4.60653951,9.359254481,6,6,6,7.229616404,6.975618323,7.092903186,5.690610172,8.333333333,8.049966667,5.912982311,7.420460128,8.361057108,9.680971984,9.893031667,9.470856268,9.36,10,8.118408632,8.274695683,9.65768705,8.94,6.2264,7.701202088,6.554387517,8.84801666,10,6.497736758,10,3.076923077,6.416287196,7.452954878,9.397360954,10,8.192082863,10,5.443915898,5.566666667,3.412233658,4.618273848,4,5.066321217,10,7.517587781,2.988730468,7.575757576,9.01088994,9.545,7.857106221,8.12804248,52.349545,79.242912,67.89875,1661606.5,32411.69264
ESP_2012,Spain,2012,6.197756756,4.294117647,4.424666133,10,4,4,4,7.211950371,6.653819399,6.927129197,6.179038633,8.333333333,8.049966667,5.873487497,7.429909747,8.2489185,9.744802761,9.951980483,9.517230563,9.51,10,8.04318685,8.213111111,9.633333333,8.9,6.106,7.460857708,6.157541767,8.76417365,10,6.498778581,10,3.076923077,6.419412666,7.089548472,8.556158827,10,5.668476482,10,5.33432332,2.233333333,3.783821933,4.922463433,6,5.066321217,10,7.37816327,3.0152032,7.555555556,9.1703169,9.545,6.854861485,8.12804248,49.271648,77.462303,66.336761,1638126.5,24666.92517
ESP_2013,Spain,2013,6.14038237,4.382352941,4.444558908,10,4,4,4,7.060021686,6.498204363,6.735871178,5.536760309,8.333333333,7.974966667,5.623487497,7.768070603,8.009479538,9.863217065,9.909959946,9.824633971,9.718274343,10,7.99355851,8.252,9.64,8.9,6.216,7.223455458,5.682737267,8.76417365,10,6.498778581,10,3.076923077,6.419412666,7.190454189,8.73397013,10,6.201910391,10,5.410058237,2.233333333,3.835210329,5.325484545,6,5.066321217,10,7.427334199,3.015507664,7.555555556,9.490221266,9.2,7.17467823,8.12804248,48.339825,76.3937,64.481842,1608673,28341.96203
ESP_2014,Spain,2014,6.127086944,4.408823529,4.351611189,10,4,4,4,7.043163513,6.695900094,6.75988878,5.564618707,8.333333333,7.974966667,5.2485,7.758620984,8.009479538,9.836030409,9.615710309,9.757817687,9.970593638,10,8.408494519,8.432577778,9.813333333,8.94,6.5444,8.261160973,6.559008182,9.963313765,10,6.940239323,10,3.076923077,7.743794892,7.317659363,9.007,10,7.021,10,5.519328662,2.233333333,2.852364602,4.968886496,8,5.061387538,10,7.426649429,2.91348363,7.555555556,9.453213454,8.8425,7.566217516,8.228926418,49.384544,77.223129,65.893608,1612163.63,22571.31485
