CNTRY_YEAR,Countries,Year,1  Size of Government,1A Government Consumption,1B  Transfers and subsidies,1C  Government investment,1D  Top marginal tax rate,1Di Top marginal income tax rate,1Dii Top marginal income and payroll tax rate,2  Legal System & Property Rights,2A  Judicial independence,2B  Impartial courts,2C  Protection of property rights,2D  Military interference in rule of law and politics,2E Integrity of the legal system,2F Legal enforcement of contracts,2G Regulatory restrictions on the sale of real property,2H Reliability of police,3  Sound Money,3A  Money growth,3B  Standard deviation of inflation,3C  Inflation: Most recent year,3D  Freedom to own foreign currency bank accounts,4  Freedom to trade internationally,4A  Tariffs,4Ai  Revenue from trade taxes (% of trade sector),4Aii  Mean tariff rate,4Aiii  Standard deviation of tariff rates,4B  Regulatory trade barriers,4Bi  Non-tariff trade barriers,4Bii  Compliance costs of importing and exporting,4C  Black market exchange rates,4D  Controls of the movement of capital and people,4Di  Financial Openness,4Dii  Capital controls,4Diii Freedom of foreigners to visit,5  Regulation,5A  Credit market regulations,5Ai  Ownership of banks,5Aii Private sector credit,5Aiii  Interest rate controls/negative real interest rates),5B  Labor market regulations,5Bi  Hiring regulations and minimum wage,5Bii  Hiring and firing regulations,5Biii  Centralized collective bargaining,5Biv  Hours Regulations,5Bv Mandated cost of worker dismissal,5Bvi  Conscription,5C  Business regulations,5Ci  Administrative requirements,5Cii  Regulatory Burden,5Ciii  Startinga  business,5Civ  Impartial Public Administration,5Cv Licensing restrictions,5Cvi Tax compliance,BUPPSRY,TRY,UPPSRY_NTRY,GDP,FDI(Value)
CNTRY_YEAR,Countries,Year,sog,sog_gc,sog_ts,sog_gi,sog_tmtr,sog_tmitr,sog_tmiptr,lspr,lspr_ji,lspr_ic,lspr_ppr,lspr_mi,lspr_ils,lspr_lec,lspr_rr,lspr_rp,sm,sm_mg,sm_sdi,sm_i,sm_f,free,free_t,free_t_r,free_t_m,free_t_sd,free_r,free_r_n,free_r_c,free_b,free_c,free_f,free_f_c,free_f_F,reg,reg_c,reg_c_o,reg_c_p,reg_c_i,reg_l,reg_l_h,reg_l_hf,reg_l_c,reg_l_h,reg_l_m,re_l_cp,reg_b,reg_b_a,reg_b_r,reg_b_s,reg_b_i,reg_b_l,reg_b_t,BUPPSRY,TRY,UPPSRY_NTRY,GDP,FDI(Value)
AUS_2005,Australia,2005,6.76195616,4.719140474,6.795640327,10,4,4,4,8.526360421,8.578037331,8.608590111,8.968253968,10,8.798183333,6.864994653,8.327689874,8.0651341,9.546529066,9.037023219,9.682839602,9.466253444,10,7.434238658,8.426222222,8.966666667,9.14,7.172,8.17682124,7.443181818,8.910460662,10,3.133911171,6.994041204,2.307692308,0.1,8.596132495,10,10,10,10,8.359913012,10,4.602272727,5.928030303,10,9.62917504,10,7.428484472,3.486590038,5.315614618,9.917058898,9.7625,7.288541212,8.800602068,62.907692,84.412949,79.842407,895703.94,'-28222.882388787
AUS_2006,Australia,2006,7.072259161,4.63714049,6.929155313,10,5.5,6,5,8.537520194,8.642526686,8.592710452,8.914368095,10,8.485683333,6.989994653,8.29481875,8.380059584,9.413734059,8.676515648,9.686118055,9.292302532,10,7.455370609,8.550666667,9.18,9.3,7.172,8.133362717,7.356264772,8.910460662,10,3.137453051,6.994041204,2.307692308,0.110625641,8.588930543,10,10,10,10,8.476467809,10,4.860754206,6.368877608,10,9.62917504,10,7.290323821,3.358291803,4.602272727,9.927563364,9.7625,7.290712966,8.800602068,63.472088,84.353523,80.391235,922265.56,26331.09788
AUS_2007,Australia,2007,7.140417532,4.663808558,7.243279101,10,5.5,6,5,8.547874025,8.670773488,8.484484772,8.886351646,10,8.485683333,6.989994653,8.29481875,8.570885556,9.427680859,8.427663895,9.749531844,9.533527697,10,7.499855323,8.643837015,9.151511045,9.3,7.48,8.218131225,7.525801788,8.910460662,10,3.137453051,6.994041204,2.307692308,0.110625641,8.626583923,10,10,10,10,8.596213246,10,5.164694833,6.783409601,10,9.62917504,10,7.283538525,3.317580024,4.602272727,9.927563364,9.7625,7.290712966,8.800602068,63.865177,84.823486,80.511581,949605.44,41475.06693
AUS_2008,Australia,2008,7.097796281,4.544117647,7.14986376,10,5.5,6,5,8.438129006,8.670969981,8.121884868,8.617067183,10,8.485683333,6.989994653,8.29481875,8.324613283,9.304259076,8.223731493,9.863833461,9.129471352,10,7.453124318,8.546666667,9.24,9.3,7.1,8.128377556,7.34629445,8.910460662,10,3.137453051,6.994041204,2.307692308,0.110625641,8.60578235,10,10,10,10,8.47661286,10,4.9540317,6.276470422,10,9.62917504,10,7.34073419,3.660211078,4.602272727,9.927563364,9.7625,7.291255904,8.800602068,61.529007,83.105896,80.865669,971043.06,46687.26514
AUS_2009,Australia,2009,6.95795771,4.488235294,6.506553257,10,5.5,6,5,8.347522193,8.586578364,8.176385942,8.111368354,10,8.485683333,6.989994653,8.261947626,8.168219271,9.497156572,8.433518152,9.919130583,9.635977552,10,7.489774189,8.785111111,9.253333333,9.3,7.802,8.036532594,7.162604527,8.910460662,10,3.137453051,6.994041204,2.307692308,0.110625641,8.483388586,9.668110106,10,9.004330318,10,8.389096024,10,4.643130656,5.691445488,10,10,10,7.392959629,3.992760165,4.602272727,9.92861381,9.7625,7.293427658,8.778183415,66.119377,84.255821,80.237244,981726.19,31668.22649
AUS_2010,Australia,2010,6.954351614,4.358823529,6.803814714,9.814119827,5.5,6,5,8.261950394,8.51436279,8.068776709,7.587854513,10,8.464433333,6.956575964,8.261947626,8.241652218,9.339272585,8.593593191,9.332542287,9.430954864,10,7.497435188,8.830488889,9.246666667,9.44,7.8048,8.278209068,7.645957474,8.910460662,10,2.881042795,6.994041204,1.538461538,0.110625641,8.485677682,9.404682797,10,8.214048392,10,7.735468985,8.9,4.143686192,5.441272808,10,7.927854911,10,8.316881263,3.636619538,9.393939394,9.92861381,9.66,8.50393142,8.778183415,65.07019,84.019539,80.467789,1050050.38,36441.93726
AUS_2011,Australia,2011,7.018897419,4.441176471,6.858310627,10,5.5,6,5,8.221974314,8.413719093,7.971965192,7.424279238,10,8.464433333,6.831575964,8.229076502,8.44074519,9.378311034,8.971107666,9.220136468,9.322,10,7.632299279,8.802666667,9.32,9.44,7.648,8.33266714,7.754873618,8.910460662,10,3.393863308,6.994041204,3.076923077,0.110625641,8.379194635,9.489701599,10,8.469104798,10,7.271942271,8.9,3.715422095,5.088376618,8,7.927854911,10,8.375940036,3.426311667,9.393939394,9.92861381,9.66,9.06859193,8.778183415,65.794937,84.305344,80.742584,1099710.63,58906.65291
AUS_2012,Australia,2012,6.998490546,4.411764706,6.785688023,10,5.5,6,5,8.12726505,8.304610078,7.780905822,7.058891147,10,8.464433333,6.831575964,8.271397245,8.306306813,9.596351824,9.346481744,9.150925551,9.888,10,7.734182844,9.201688889,9.246666667,9.46,8.8984,7.627943331,6.345426,8.910460662,10,4.107099155,7.595233321,4.615384615,0.110679529,8.248692415,9.596214768,10,8.788644304,10,6.744523012,8.9,3.082898213,4.556384947,6,7.927854911,10,8.405339465,2.967637613,10,9.912605544,9.66,9.06877291,8.823020721,66.24485,84.437431,80.493423,1113762.5,59540.37267
AUS_2013,Australia,2013,6.87883282,4.588235294,6.798428805,10,5.5,6,5,8.199830724,8.332069301,7.792935764,7.512845989,10,8.499533333,6.831575964,8.205654997,8.424030446,9.407195997,9.189538533,8.929223182,9.510022272,10,7.67142162,8.991955556,9.146666667,9.46,8.3692,7.386234596,5.862008529,8.910460662,10,4.307496329,8.196424842,4.615384615,0.110679529,8.411014718,9.793,10,9.379,10,7.024254597,8.9,2.845111855,4.472560815,8,7.927854911,10,8.415789557,3.007172792,10,9.912605544,9.66,9.091938285,8.823020721,60.332756,83.484528,77.702675,1173420.13,56272.67464
AUS_2014,Australia,2014,6.754375687,4.602941176,6.661437261,10,5,5,5,8.325540853,8.463061672,8.056134052,8.12581232,10,8.498133333,6.8315,8.205654997,8.424030446,9.461021314,9.311405199,9.030264596,9.502415459,10,7.831992293,8.913511111,9.073333333,9.46,8.2072,7.90658252,7.34629445,8.46687059,10,4.50787554,8.797616363,4.615384615,0.110625641,8.753295964,9.687333333,10,9.062,10,8.009726172,8.9,4.9540317,6.276470422,10,7.927854911,10,8.562828386,3.889405766,10,9.912605544,9.66,9.091938285,8.823020721,59.668468,82.947945,77.342133,1173767.63,58504.59708
AUS_2015,Australia,2015,6.77625428,4.708823529,6.664947872,10,5,5,5,8.347434768,8.511233541,7.878109627,8.090725441,10,8.498133333,6.831575964,8.205654997,8.764045238,9.500294594,9.38372272,8.919129002,9.698326656,10,7.784276265,8.966666667,8.9,9.5,8.5,7.462165481,6.501839071,8.422491892,10,4.708272912,9.398808479,4.615384615,0.110625641,8.593126128,9.583666667,10,8.751,10,7.657235129,8.9,3.555915207,5.559640658,10,7.927854911,10,8.538476587,3.978294973,10,9.912605544,9.425,9.091938285,8.823020721,58.48666,83.097328,77.96656,1149595.5,29583.74033
AUS_2016,Australia,2016,6.884036865,4.511764706,6.738419619,10,5,5,5,8.309043112,8.5741461,7.725995038,7.998304367,10,8.498133333,6.762665594,8.205654997,8.707445463,9.661340698,9.400039265,9.500703526,9.74462,10,7.788943345,8.82,8.58,9.5,8.38,7.427103293,6.431714693,8.422491892,10,4.908670086,10,4.615384615,0.110625641,8.598642597,9.576357984,10,8.729073951,10,7.698589133,8.9,3.729871908,5.633807977,10,7.927854911,10,8.520980674,3.810870647,10,9.912605544,9.635,8.944387134,8.823020721,58.07053,83.515259,78.176628,1218110.25,48397.38348
AUS_2017,Australia,2017,6.873951194,4.535294118,6.841961853,10,5.5,6,5,8.309676705,8.559941409,7.708686925,8.161612352,10,8.495683333,6.762665594,8.172783874,8.616040151,9.583330493,9.454308373,9.268743081,9.610270518,10,7.824300706,8.841111111,8.713333333,9.5,8.31,7.547421626,6.67235136,8.422491892,10,4.908670086,10,4.615384615,0.110625641,8.667828227,9.636918383,10,8.910755149,10,7.721704675,8.9,3.753689925,5.748683214,10,7.927854911,10,8.644861622,3.821259538,9.555555556,9.912605544,10,8.944749093,9.635,58.893112,83.951401,78.158249,1240334.38,45220.3234
AUS_2018,Australia,2018,6.845891604,4.45,6.867957876,9.919000146,5.5,6,5,8.300305649,8.456099826,7.669804225,8.445723057,10,8.51235,6.762665594,8.13991275,8.41588974,9.643528996,9.672378678,9.284017307,9.61772,10,7.940694795,9.077777778,8.693333333,9.5,9.04,7.776331316,7.119224072,8.43343856,10,4.908670086,10,4.615384615,0.110625641,8.706003482,9.946267091,10,9.838801273,10,7.803348667,8.9,3.907814027,6.084423065,10,7.927854911,10,8.368394687,3.981757562,8.888888889,9.92861381,9.635,8.953087141,8.823020721,60.128365,84.066086,77.335503,1281952.13,68461.94069
AUS_2019,Australia,2019,6.538491162,4.238235294,6.964577657,9.497142857,4.5,5,4,8.296988683,8.435099826,7.680935165,8.445723057,10,8.495683333,6.762665594,8.13991275,8.41588974,9.554925163,9.363022927,9.178831301,9.677846425,10,7.952605906,9.125422222,8.806666667,9.52,9.0496,7.776331316,7.119224072,8.43343856,10,4.908670086,10,4.615384615,0.110625641,8.522243068,9.432022886,10,8.296068659,10,7.803348667,8.9,3.907814027,6.084423065,10,7.927854911,10,8.33135765,3.981757562,8.666666667,9.92861381,9.635,8.953087141,8.823020721,61.919876,84.568695,79.007721,1277449,39218.04407
AUS_2020,Australia,2020,6.091321331,3.45,5.768392371,9.245714286,4.5,5,4,8.336754906,8.435099826,7.571914948,8.445723057,10,8.922833333,6.762665594,8.13991275,8.41588974,9.557660021,9.054363551,9.345676533,9.8306,10,7.918387102,9.025422222,8.506666667,9.52,9.0496,7.776331316,7.119224072,8.43343856,10,4.871794872,10,4.615384615,0,8.272967456,8.795307162,10,6.385921487,10,7.803348667,8.9,3.907814027,6.084423065,10,7.927854911,10,8.220246539,3.981757562,8,9.92861381,9.635,8.953087141,8.823020721,56.469299,81.466423,74.49202,1430866,20140.35088
AUT_2005,Austria,2005,5.738310796,4.577316923,2.839237057,10,3.5,4,3,8.308530958,7.966228165,8.667819734,9.082568807,10,8.74775,7.475503235,7.916023832,8.62654321,9.554900533,8.770324247,9.909551095,9.539726788,10,8.318073667,8.393422222,9.586666667,9.46,6.1336,8.386564755,7.841269841,8.93185967,10,6.492307692,10,3.076923077,6.4,7.63229968,9.754512366,10,9.263537097,10,5.905489357,8.9,4.250764526,2.767584098,7,9.81458752,3,7.236897316,4.266055046,5.537352556,8.849313597,9.0625,7.611748198,8.0944145,53.223949,82.9729,72.82415,351104.81,10777.87497
AUT_2006,Austria,2006,5.70267591,4.573529412,2.664850136,10,3.5,4,3,8.345003982,8.058650447,8.660543013,9.225831902,10,8.74775,7.475503235,7.916023832,8.698760692,9.535218409,8.517185049,9.914294263,9.709394325,10,8.320858824,8.219555556,9.606666667,8.92,6.132,8.566142981,8.137982291,8.994303672,10,6.497736758,10,3.076923077,6.416287196,7.670942849,9.805114304,10,9.415342912,10,6.146983421,10,4.43823233,2.929080677,7,9.81458752,3,7.060730821,4.470147497,4.250764526,8.864856333,9.0625,7.62170207,8.0944145,53.873268,84.034286,73.169075,366558.59,4887.661604
AUT_2007,Austria,2007,5.680558038,4.52833515,2.599455041,10,3.5,4,3,8.339507899,8.113289679,8.6197812,9.363510011,10,8.74775,7.314485917,7.916023832,8.662921439,9.558188808,8.809956226,9.856510195,9.566288812,10,8.317938898,8.177688889,9.566666667,8.96,6.0064,8.596329946,8.11451321,9.078146682,10,6.497736758,10,3.076923077,6.416287196,7.6553254,9.869900875,10,9.609702625,10,6.069321254,10,4.300104379,2.601235624,7,9.81458752,3,7.02675407,4.248311383,4.250764526,8.876859619,9.0625,7.627674393,8.0944145,56.105774,85.274979,74.221077,380535.06,25492.12868
AUT_2008,Austria,2008,5.60741182,4.217647059,2.544412042,10,3.5,4,3,8.169280629,8.094167938,8.24286205,8.951907255,10,8.74775,7.314485917,7.916023832,8.067479703,9.543622926,8.958754899,9.852188108,9.363548698,10,8.222140182,8.031555556,9.606666667,8.88,5.608,8.359268416,7.640390151,9.078146682,10,6.497736758,10,3.076923077,6.416287196,7.604646699,9.876110141,10,9.628330424,10,5.917753369,10,3.845723755,2.146208937,7,9.81458752,3,7.020076588,4.218642813,4.250764526,8.879482417,9.0625,7.625864598,8.083205174,55.389305,85.311211,75.710861,393096.41,7254.385965
AUT_2009,Austria,2009,5.428233219,3.865425836,2.015247449,9.985492812,3.5,4,3,8.335504207,7.925306579,8.097608123,8.589800227,10,8.74775,7.314485917,8.123915445,7.885167366,9.577569235,8.66501897,9.74338881,9.901869159,10,8.256795852,8.223333333,9.44,8.94,6.29,8.306113315,7.534079949,9.078146682,10,6.497736758,10,3.076923077,6.416287196,7.619008445,9.595607672,10,8.786823015,10,6.211937368,10,3.93832264,2.333301569,8,10,3,7.049480295,4.391227216,4.250764526,8.874825623,9.0625,7.623149906,8.0944145,54.014412,85.076073,75.334251,386075.06,9397.054737
AUT_2010,Austria,2010,5.469478314,4.070588235,2.022070845,9.979732489,3.5,4,3,8.292166857,7.797396372,7.94964837,8.231708884,10,8.74775,7.314485917,8.091044321,8.205300995,9.642062233,9.18714225,9.743813027,9.637293653,10,8.191003181,8.340669778,9.632409333,8.98,6.4096,7.925606187,6.773065693,9.078146682,10,6.497736758,10,3.076923077,6.416287196,7.660671622,8.92412571,8,8.772377129,10,6.328107651,10,4.256896254,2.711749651,8,10,3,7.729781505,4.213445651,8.484848485,8.878431971,9.0625,7.645048424,8.0944145,54.844025,84.857811,75.857109,396089.56,2728.476821
AUT_2011,Austria,2011,5.76588128,4.205882353,3.348524047,10,3.5,4,3,8.248119015,7.605630863,7.831008552,8.081644027,10,8.74775,7.314485917,8.091044321,8.313388437,9.585767272,9.258738992,9.738330094,9.346,10,8.126369477,8.274695683,9.65768705,8.94,6.2264,7.733045467,6.471787263,8.994303672,10,6.497736758,10,3.076923077,6.416287196,7.676626803,9.064853535,8,9.194560605,10,6.286547662,10,4.189092143,2.530193832,8,10,3,7.678479211,3.790589022,8.484848485,8.987140551,9.0625,7.651382706,8.0944145,55.126537,85.419113,75.619888,416419.78,10819.53527
AUT_2012,Austria,2012,5.754652715,4.205882353,3.292381224,10,3.5,4,3,8.234693402,7.55873471,7.796933009,8.146518262,10,8.74775,7.314485917,8.10049394,8.212631375,9.537677971,8.896678682,9.752033201,9.502,10,8.084482174,8.213111111,9.633333333,8.9,6.106,7.626039005,6.341617348,8.910460662,10,6.498778581,10,3.076923077,6.419412666,7.66624724,9.02674211,8,9.080226331,10,6.195986618,10,3.860848833,2.315070873,8,10,3,7.776012991,3.918886809,8.888888889,8.992453046,9.0625,7.654097399,8.139251806,54.681053,86.004967,75.85466,427241.06,4002.570694
AUT_2013,Austria,2013,5.658815201,3.852941176,3.166134828,10,3.5,4,3,8.21620952,7.551757571,7.742867357,8.073970854,10,8.71275,7.314485917,8.10049394,8.233350519,9.628044927,9.118603166,9.793608039,9.599968501,10,8.016793248,8.252222222,9.640666667,8.9,6.216,7.316172187,5.868170725,8.76417365,10,6.498778581,10,3.076923077,6.419412666,7.675250643,9.088333333,8,9.265,10,6.086182649,8.9,4.110267735,2.506828157,8,10,3,7.851235947,3.983156153,8.888888889,9.247897381,9.0625,7.785721455,8.139251806,54.057014,85.748413,76.202034,426138.56,5813.089075
AUT_2014,Austria,2014,5.650699866,3.823529412,3.154969916,10,3.5,4,3,8.256571932,7.54758739,8.006041618,8.143851989,10,8.71275,7.3085,8.10049394,8.233350519,9.612099277,8.881294224,9.888264004,9.678838879,10,8.543939487,8.433666667,9.8166,8.94,6.5444,8.801851958,7.640390151,9.963313765,10,6.940239323,10,3.076923077,7.743794892,7.471025273,8.983333333,8,8.95,10,5.648655449,8.9,3.845723755,2.146208937,6,10,3,7.781087036,4.066723638,8.888888889,9.24953663,9.0625,7.279621251,8.139251806,53.03339,85.321945,75.902626,431041.34,4800.318429
AUT_2015,Austria,2015,5.614035939,3.694117647,3.10106205,10,3.5,4,3,8.255694301,7.669018834,7.873688382,8.194186049,10,8.71275,6.860496289,8.10049394,8.634920915,9.616600404,8.759314604,9.886400243,9.820686767,10,8.370502894,8.360586579,9.100559738,8.98,7.0012,8.181185675,6.399057585,9.963313765,10,6.940239323,10,3.076923077,7.743794892,7.532586047,9.126666667,8,9.38,10,5.552088659,8.9,3.333333333,2.079198618,6,10,3,7.919002816,4.452577677,8.888888889,9.282536712,9.0625,7.295935388,8.531578233,52.858994,85.35099,75.731094,448293.97,1294.509151
AUT_2016,Austria,2016,5.636615644,3.676470588,3.231607629,10,3.5,4,3,8.188195065,7.747471774,7.61491712,8.092564742,10,8.71275,6.735496289,8.10049394,8.501866658,9.432829777,8.033868574,9.875450532,9.822,10,8.365095936,8.266133333,9,8.96,6.8384,8.254011088,6.544708412,9.963313765,10,6.940239323,10,3.076923077,7.743794892,7.518201405,9.12901455,8,9.38704365,10,5.56511786,8.9,3.35208575,2.13862141,6,10,3,7.860471805,4.150648515,8.888888889,9.233098826,9.0625,7.296116368,8.531578233,53.937981,86.212219,75.909683,464551.53,'-8400.9731283866
AUT_2017,Austria,2017,5.693369931,3.755882353,3.435967302,10,3.5,4,3,8.228197475,7.79736917,7.640480967,8.179207246,10,8.65925,6.985496289,8.10049394,8.463282188,9.225824701,7.448742085,9.870810434,9.583746283,10,8.443808438,8.225066667,9,8.98,6.6952,8.241175625,6.519037486,9.963313765,10,7.308991461,10,3.076923077,8.850051305,7.656414827,9.237444564,8,9.712333693,10,5.615307918,8.9,3.557164471,2.234683037,6,10,3,8.116491997,4.174785018,9.333333333,9.238217264,9.594,7.296116368,9.0625,54.064987,86.44706,76.641907,480926.91,14926.1639
AUT_2018,Austria,2018,5.504520201,3.770588235,3.487012772,10,3.5,4,3,8.322491661,7.746253442,7.872009904,8.618839582,10,8.65925,6.985496289,8.10049394,8.597590128,9.355604144,7.958194519,9.863882056,9.60034,10,8.47286564,8.262844444,9.133333333,8.96,6.6952,8.319626656,6.65759643,9.981656882,10,7.308991461,10,3.076923077,8.850051305,7.668693613,9.237444564,8,9.712333693,10,5.862368475,8.9,4.784962733,2.489248117,6,10,3,7.906267801,4.46609656,9.555555556,9.24057911,8.3475,7.296297347,8.531578233,55.321404,86.282066,77.626114,491529.88,5511.625162
AUT_2019,Austria,2019,5.426613239,3.723529412,3.509536785,10,3.5,4,3,8.330700998,7.783920109,7.876267934,8.618839582,10,8.683,6.985496289,8.10049394,8.597590128,9.423364148,8.14032148,9.859314217,9.693820893,10,8.448313504,8.201511111,9.133333333,8.98,6.4912,8.319626656,6.65759643,9.981656882,10,7.272116247,10,3.076923077,8.739425664,7.65127382,9.333333333,8,10,10,5.862368475,8.9,4.784962733,2.489248117,6,10,3,7.758119653,4.46609656,8.666666667,9.24057911,8.3475,7.296297347,8.531578233,55.563885,86.463249,78.067055,496070.75,4783.38744
AUT_2020,Austria,2020,4.929120051,3.023529412,1.722070845,10,3.5,4,3,8.388810653,7.816753442,7.785561844,8.618839582,10,9.20575,6.985496289,8.10049394,8.597590128,9.181003702,7.195031178,9.80538363,9.7236,10,8.094356204,8.030533333,8.6,8.98,6.5116,8.319626656,6.65759643,9.981656882,10,6.027264828,10,3.076923077,5.004871408,7.20170518,8.274488522,8,6.823465566,10,5.862368475,8.9,4.784962733,2.489248117,6,10,3,7.468258542,4.46609656,6,9.24057911,9.275,7.296297347,8.531578233,53.948326,86.016808,76.374619,510568,'-9275.2136752137
CAN_2005,Canada,2005,6.934847735,4.231230629,7.307901907,9.765106136,6,6,6,7.975176469,8.067837359,8.461563021,5.282214184,10,8.49175,6.406948317,9.143730448,7.947368421,9.752669866,9.914899929,9.53848994,9.557289593,10,7.978302725,6.64529644,9.76788932,9.1,1.068,7.760222152,6.62962963,8.890814675,10,7.507692308,10,6.923076923,5.6,8.713089675,10,10,10,10,8.204181879,8.9,5.438596491,7.482269504,10,7.404225278,10,7.935087147,3.865248227,6.390977444,9.894496385,9.2775,9.516210674,8.66609015,56.153847,82.089737,76.264534,1460410.5,25692.82826
CAN_2006,Canada,2006,6.921555616,4.098521601,7.297002725,9.842253755,6,6,6,8.084477159,8.201189592,8.619958751,5.440773428,10,8.49175,6.406948317,9.087032736,8.428164446,9.681948272,9.503471622,9.624726545,9.599594921,10,7.961634318,6.576,9.76,8.9,1.068,7.775838249,6.660861823,8.890814675,10,7.494699021,10,6.923076923,5.561020141,8.682953229,10,10,10,10,8.233081723,8.9,5.542732673,7.551532388,10,7.404225278,10,7.815777964,4.115166564,5.438596491,9.894496385,9.2775,9.502818191,8.66609015,56.742012,82.538155,75.969109,1473502.25,60297.98113
CAN_2007,Canada,2007,6.717350266,4.154931303,7.367847411,9.693972616,5,5,5,8.194500537,8.344711883,8.663596483,5.726098958,10,8.49175,6.406948317,9.087032736,8.835865921,9.409970068,9.294942172,8.772614898,9.572323201,10,7.996325352,6.605187993,9.759563979,8.9,1.156,7.885414395,6.880014114,8.890814675,10,7.494699021,10,6.923076923,5.561020141,8.717638626,10,10,10,10,8.327550352,8.9,5.852926025,7.808150807,10,7.404225278,10,7.825365526,4.226550892,5.438596491,9.834665108,9.2775,9.508790515,8.66609015,57.078003,82.811234,76.485977,1492628.13,116808.7879
CAN_2008,Canada,2008,6.615592932,4.088235294,7.076294278,9.543435087,5,5,5,8.128411616,8.285698932,8.171242211,5.866013426,10,8.49175,6.406948317,9.087032736,8.718607308,9.501546704,9.741570792,8.738670158,9.525945865,10,8.043973575,6.985333333,9.756,9.06,2.14,7.695861945,6.500909215,8.890814675,10,7.494699021,10,6.923076923,5.561020141,8.720149877,10,10,10,10,8.328887219,8.9,6.062450516,7.606647522,10,7.404225278,10,7.831562413,4.257252383,5.438596491,9.835715554,9.2775,9.514219899,8.66609015,57.680916,82.420067,76.343781,1518038,61520.2323
CAN_2009,Canada,2009,6.499371675,3.796779731,6.89373297,8.436345677,6,6,6,8.081614907,8.327567438,8.20705393,5.741230833,10,8.144527778,6.406948317,9.087032736,8.738558228,9.585779767,9.783613597,8.619398833,9.940106639,10,8.084263677,7.187111111,9.733333333,9.1,2.728,7.655244574,6.419674474,8.890814675,10,7.494699021,10,6.923076923,5.561020141,8.701823737,9.784678607,10,9.35403582,10,8.492972679,8.9,6.342835509,7.569125368,10,8.145875199,10,7.827819926,4.369852316,5.438596491,9.835715554,9.2775,9.513676961,8.531578233,54.882301,81.585625,73.720863,1417426.38,22733.48519
CAN_2010,Canada,2010,6.494661045,3.729411765,6.941689373,8.432204087,6,6,6,8.09840867,8.391268516,8.300945146,5.686017663,10,8.063583333,6.406948317,9.087032736,8.851473651,8.950253972,7.51782126,8.638568937,9.644625692,10,8.080821283,7.253288889,9.766666667,9.26,2.7332,7.575297223,6.259779771,8.890814675,10,7.494699021,10,6.923076923,5.561020141,8.767866825,9.360977172,10,9.082931515,9,8.513312339,8.9,6.474358215,7.432303395,10,8.273212426,10,8.429310964,4.215131594,9.090909091,9.835715554,9.2775,9.625031314,8.531578233,55.128204,81.286049,73.987541,1493889.88,28399.33993
CAN_2011,Canada,2011,6.659524501,3.764705882,7.049046322,9.113870301,6,6,6,8.004553622,8.375592224,8.25545001,5.720701293,10,8.063583333,6.406948317,8.561094756,8.653059038,8.411850856,5.645825364,8.58357806,9.418,10,7.864455235,6.576444444,9.773333333,9.1,0.856,7.386677474,5.882540273,8.890814675,10,7.494699021,10,6.923076923,5.561020141,8.734835701,9.501427475,10,9.504282426,9,8.540354172,8.9,6.530775495,7.53813711,10,8.273212426,10,8.162725455,4.095835507,9.090909091,9.835715554,9.2775,8.144814345,8.531578233,55.03513,81.50042,74.153801,1569459.13,39666.53193
CAN_2012,Canada,2012,6.713147345,3.794117647,6.901809988,9.49980909,6,6,6,7.934060046,8.268022825,8.189661379,5.719613938,10,8.063583333,6.281948317,8.570544375,8.379106198,8.675218956,5.965396503,9.039479321,9.696,10,7.911875996,6.923688889,9.766666667,9.14,1.8644,7.228213123,5.587010579,8.869415667,10,7.495601974,10,6.923076923,5.563728998,8.843245629,9.960726353,10,9.882179058,10,8.465897772,8.9,6.112206732,7.509967472,10,8.273212426,10,8.103112762,4.448696071,9.777777778,9.835715554,9.2775,6.747408935,8.531578233,56.157162,81.540642,74.628586,1593280.13,43118.11812
CAN_2013,Canada,2013,6.850074373,3.529411765,7.511503162,9.839456939,6,6,6,7.940394281,8.28574945,8.215634139,5.68163024,10,8.034083333,6.156948317,8.603415498,8.545693274,8.827806388,6.352528433,9.146355499,9.81234162,10,7.922750535,7.010222222,9.766666667,9.16,2.104,7.185177945,5.500940223,8.869415667,10,7.495601974,10,6.923076923,5.563728998,8.852772218,10,10,10,10,8.351451629,8.9,5.675231591,7.260265755,10,8.273212426,10,8.206865026,4.735664902,9.777777778,9.835715554,9.505,6.855453692,8.531578233,56.475903,81.89296,74.619583,1652165,69370.93486
CAN_2014,Canada,2014,6.978965706,3.911764706,7.613063825,10,6,6,6,7.946177254,8.250292064,8.284435769,5.69449809,10,8.034083333,6.157,8.603415498,8.545693274,9.567860358,8.98538349,9.667385122,9.618672819,10,8.225511016,6.965422222,9.766666667,9.16,1.9696,8.195425255,6.500909215,9.889941295,10,7.741196586,10,7.692307692,5.531282066,8.698749643,9.731666667,10,9.195,10,8.140385077,8.9,6.062450516,7.606647522,8,8.273212426,10,8.224197186,4.727599996,9.777777778,9.947773416,9.505,6.855453692,8.531578233,55.775234,81.628288,73.893745,1688899.5,59007.87544
